#,SUB-ASSET,Rig Crew #,CAPEX SCENARIO,TARGET,FRAC SIZE,BASE LL FOR CAPEX,PROPNUM,WELL,WELL RANKING,PAD NAME,WELLS ON PAD,DRILL ORDER,TYPE CURVE AREA,High Pressure Gas Trunkline,WI %,NRI %,RESCAT,PERFED LATERAL LENGTH,COMPLETION DESIGN,CURRENT STATUS,TANK BATTERY,AFE,PLANNING & STAKING,PERMITTED,LOCATION BUILDING,SPUD,PAD SPUD,TD,RIG RELEASE (PAD),COMPLETION START,FRAC END,DRILL OUT START,COMPLETION END,PUT ON PRODUCTION,TURNED TO LOE,POST DRILL FILING REQUIREMENTS,1ST OIL,Hedging: Include in BVTH
1,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD1E900,FARMAR A S504HU,1,PAD 1,1,1,B1 LGOR,East TL,100,75,1PDP,7471,39-1142-3-88-270,ACTIVE,LOW,41505,41505,41505,41505,41505,41505,41529,41536,41554,41558,41559,41562,41564,41629,41601,41571,1
2,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD0NA00,FARMAR A S114HU,1,PAD 2,1,1,B1 LGOR,North TL,100,75,1PDP,7667,33-1095-3-88-273,ACTIVE,LOW,41505,41505,41505,41505,41540,41540,41556,41560,41592,41596,41597,41600,41605,41688,41637,41607,1
3,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD1NA00,FARMAR B N492HU,1,PAD 3,1,1,B1 LGOR,East TL,100,75,1PDP,7899,34-1128-3-88-264,ACTIVE,HIGH,41505,41505,41505,41505,41563,41563,41578,41582,41628,41634,41635,41638,41639,41694,41682,41652,1
4,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD14900,FARMAR A N504HU,1,PAD 4,1,1,B1 LGOR,East TL,100,75,1PDP,7545,36-1173-3-88-261,ACTIVE,LOW,41505,41505,41505,41505,41587,41587,41602,41608,41645,41651,41652,41655,41655,41728,41707,41677,1
5,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD20900,FARMAR D S542HU,1,PAD 5,1,1,B1 LGOR,East TL,100,75,1PDP,7007,38-1121-3-88-270,ACTIVE,HIGH,41505,41505,41505,41505,41617,41617,41640,41647,41673,41678,41679,41682,41681,41742,41730,41700,1
6,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD1IA00,FARMAR A S508HU,1,PAD 6,1,1,B1 LGOR,East TL,100,75,1PDP,7313,34-1147-3-88-264,ACTIVE,LOW,41505,41505,41505,41505,41650,41650,41663,41666,41689,41694,41695,41698,41699,41765,41738,41708,1
7,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD1A900,FARMAR A S502HU,1,PAD 7,1,1,B1 LGOR,East TL,100,75,1PDP,7649,32-1094-3-88-273,ACTIVE,LOW,41505,41505,41505,41505,41668,41668,41683,41687,41708,41713,41714,41717,41716,41772,41764,41734,1
8,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD11900,FARMAR A N502HU,1,PAD 8,1,1,B1 LGOR,East TL,100,75,1PDP,7597,33-1004-3-88-264,ACTIVE,LOW,41505,41505,41505,41505,41689,41689,41708,41711,41742,41746,41747,41750,41749,41793,41789,41759,1
9,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD2F900,FARMAR A N714HU,1,PAD 9,1,1,B1 HGOR,71/72,100,75,1PDP,7627,32-1000-3-88-261,ACTIVE,71 SAT,41505,41505,41505,41505,41715,41715,41736,41738,41758,41763,41764,41767,41768,41815,41801,41771,1
10,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD1VA00,FARMAR B S496HU,1,PAD 10,1,1,B1 LGOR,East TL,100,75,1PDP,7465,31-936-3-88-261,ACTIVE,HIGH,41505,41505,41505,41505,41742,41742,41754,41759,41788,41793,41794,41797,41796,41835,41833,41803,1
11,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD1KA00,FARMAR B S122HU,1,PAD 11,1,1,B1 LGOR,North TL,100,75,1PDP,7634,36-1479-3-88-258,ACTIVE,LOW,41505,41505,41505,41505,41762,41762,41781,41784,41803,41809,41810,41813,41813,41848,41849,41819,1
12,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD27900,FARMAR A N712HM,1,PAD 12,1,1,B3 HGOR,71/72,100,75,1PDP,6085,37-1516-3-88-255,ACTIVE,71 SAT,41505,41505,41505,41505,41790,41790,41812,41816,41830,41837,41838,41841,41839,41866,41881,41851,1
13,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD2IA00,FARMAR D S546HU,1,PAD 13,1,1,B1 LGOR,East TL,100,75,1PDP,7620,40-1686-3-88-270,ACTIVE,HIGH,41505,41505,41505,41505,41820,41820,41838,41841,41866,41875,41876,41879,41879,41918,41922,41892,1
14,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD1HA00,FARMAR B N122HU,1,PAD 14,1,1,B1 LGOR,North TL,100,75,1PDP,7658,36-1456-3-88-270,ACTIVE,LOW,41505,41505,41505,41505,41845,41845,41859,41862,41884,41890,41891,41894,41899,41948,41944,41914,1
15,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD2SA00,FARMAR C N532HU,1,PAD 15,1,1,B1 LGOR,53 Spur,100,75,1PDP,9688,36-1408-3-88-270,ACTIVE,HIGH,41505,41505,41505,41505,41866,41866,41882,41888,41903,41912,41913,41916,41917,41966,41952,41922,1
16,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD2E900,FARMAR A S112HU,1,PAD 16,1,1,B1 LGOR,North TL,100,75,1PDP,7621,32-1072-4-70-280,ACTIVE,LOW,41505,41505,41505,41505,41893,41893,41906,41909,41946,41955,41956,41959,41959,42002,41997,41967,1
17,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD0LA00,FARMAR A S111HU,1,PAD 16,1,1,B1 LGOR,North TL,100,75,1PDP,7629,32-1074-4-70-284,ACTIVE,LOW,41505,41505,41505,41505,41910,41910,41923,41927,41946,41955,41956,41959,41962,42002,41995,41965,1
18,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD2OA00,FARMAR C S732HM,1,PAD 17,1,1,B3 HGOR,East TL Ext,100,75,1PDP,7603,30-1192-4-70-276,ACTIVE,73 SAT,41505,41505,41505,41505,41932,41932,41947,41949,41985,41993,41994,41997,41996,42030,42047,42017,1
19,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD2D900,FARMAR C S733HM,1,PAD 17,1,1,B3 HGOR,East TL Ext,100,75,1PDP,7576,30-1239-4-70-272,ACTIVE,73 SAT,41505,41505,41505,41505,41951,41951,41967,41970,41985,41993,41994,41997,42000,42030,42051,42021,1
20,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD59900,FARMAR BE PU N897HM,1,PAD 18,1,1,B3 HGOR,89,100,74.164824,1PDP,7221,34-1167-4-70-260,ACTIVE,89 TB,41505,41505,41505,41505,42005,42005,42019,42022,42055,42065,42066,42069,42069,42103,42118,42085,1
21,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADD0A00,FARMAR BE PU N898HU,1,PAD 18,1,1,B1 HGOR,89,100,75,1PDP,7646,34-1236-4-70-272,ACTIVE,89 TB,41505,41505,41505,41505,42024,42024,42034,42038,42055,42065,42066,42069,42071,42106,42115,42088,1
22,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADDIB00,FARMAR A S506HM,1,PAD 19,1,1,B3 LGOR,East TL,100,75,1PDP,7512,35-1129-4-70-276,ACTIVE,LOW,41505,41505,41505,41505,41978,41978,41995,41997,42083,42089,42090,42093,42092,42116,42136,42106,1
23,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADC3A00,FARMAR A N717HM,1,PAD 20,1,1,B3 HGOR,71/72,100,74.164824,1PDP,7106,33-912-4-70-271,ACTIVE,71 SAT,41505,41505,41505,41505,42024,42024,42049,42051,42120,42129,42130,42133,42139,42167,42181,42151,1
24,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADCWB00,FARMAR A N716HU,1,PAD 20,1,1,B1 HGOR,71/72,100,75,1PDP,7656,33-1009-3-88-261,ACTIVE,71 SAT,41505,41505,41505,41505,42035,42035,42061,42065,42120,42129,42130,42133,42154,42176,42185,42155,1
25,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD7OA00,FARMAR B N496HM,1,PAD 21,1,1,B3 LGOR,East TL,100,75,1PDP,7767,36-1612-3-70-270,ACTIVE,HIGH,41505,41505,41505,41505,41972,41972,42019,42021,42140,42149,42150,42153,42157,42184,42190,42160,1
26,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD4WA00,FARMAR B N497HU,1,PAD 21,1,1,B1 LGOR,East TL,100,75,1PDP,7744,36-1598-3-70-270,ACTIVE,HIGH,41505,41505,41505,41505,41985,41985,42005,42009,42140,42149,42150,42153,42154,42184,42190,42160,1
27,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD8VB00,FARMAR BD PU S697HM,1,PAD 22,1,1,B3 LGOR,69 Spur,100,74.16625,1PDP,7146,35-1583-3-70-210,ACTIVE,69 TB,41505,41505,41505,41505,42113,42113,42142,42145,42168,42177,42178,42181,42180,42203,42218,42188,1
28,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADCOB00,FARMAR BD PU S698HU,1,PAD 22,1,1,B1 LGOR,69 Spur,100,74.16625,1PDP,7148,35-1597-3-70-210,ACTIVE,69 TB,41505,41505,41505,41505,42117,42117,42131,42133,42168,42177,42178,42181,42181,42231,42218,42188,1
29,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD9IB00,FARMAR C S736HM,1,PAD 23,1,1,B3 HGOR,East TL Ext,100,75,1PDP,7557,37-1613-3-70-210,ACTIVE,73 SAT,41505,41505,41505,41505,42069,42069,42106,42109,42200,42212,42213,42216,42214,42248,42259,42229,1
30,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD1D900,FARMAR C S737HU,1,PAD 23,1,1,B1 HGOR,East TL Ext,100,75,1PDP,7566,37-1613-3-70-210,ACTIVE,73 SAT,41505,41505,41505,41505,42072,42072,42083,42085,42200,42212,42213,42216,42218,42268,42265,42235,1
31,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,10000,Q8JAD9AA00,FARMAR C N536HU,1,PAD 24,1,1,B1 LGOR,53 Spur,100,75,1PDP,10291,38-1623-3-70-210,ACTIVE,HIGH,41505,41505,41505,41505,42148,42148,42181,42185,42236,42249,42250,42253,42255,42283,42296,42266,1
32,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,10000,Q8JAD5KA00,FARMAR C N538HU,1,PAD 24,1,1,B1 LGOR,53 Spur,100,75,1PDP,10291,38-1629-3-70-210,ACTIVE,HIGH,41505,41505,41505,41505,42152,42152,42165,42167,42236,42249,42250,42253,42253,42283,42296,42266,1
33,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD7SA00,FARMAR B N127HU,1,PAD 25,1,1,B1 LGOR,North TL,100,75,1PDP,7631,41-1812-3-61-190,ACTIVE,LOW,41505,41505,41505,41505,42189,42189,42201,42202,42277,42287,42288,42291,42291,42322,42331,42301,1
34,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD4D900,FARMAR B S127HU,1,PAD 25,1,1,B1 LGOR,North TL,100,75,1PDP,7639,41-1771-3-60-190,ACTIVE,LOW,41505,41505,41505,41505,42191,42191,42209,42212,42277,42287,42288,42291,42293,42322,42331,42301,1
35,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD6VA00,LANGE A N044HU,1,PAD 26,1,1,B1 LGOR,Non-Farmar 2,100,75,1PDP,6644,38-1777-3-60-190,ACTIVE,LANGE,41505,41505,41505,41505,42217,42217,42243,42245,42305,42312,42313,42316,42315,42344,42354,42324,1
36,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD44900,LANGE A N045HM,1,PAD 26,1,1,B3 LGOR,Non-Farmar 2,100,75,1PDP,6841,39-1767-3-60-190,ACTIVE,LANGE,41505,41505,41505,41505,42221,42221,42235,42237,42305,42312,42313,42316,42316,42344,42354,42324,1
37,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,10000,Q8JAD94A00,FARMAR C N533HM,1,PAD 27.15,1,1,B3 LGOR,53 Spur,100,75,1PDP,10071,38-1658-3-60-190,ACTIVE,HIGH,41505,41505,41505,41505,42249,42249,42284,42288,42317,42325,42326,42329,42328,42355,42365,42335,1
38,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD34900,FARMAR D S543HM,1,PAD 28,1,1,B3 LGOR,East TL,100,75,1PDP,7563,41-1869-3-55-180,ACTIVE,HIGH,41505,41505,41505,41505,42292,42292,42321,42323,42348,42358,42359,42362,42362,42390,42401,42371,1
39,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD26900,FARMAR D N544HU,1,PAD 28,1,1,B1 LGOR,East TL,100,75,1PDP,7473,41-1882-3-55-180,ACTIVE,HIGH,41505,41505,41505,41505,42296,42296,42308,42309,42348,42358,42359,42362,42361,42390,42403,42373,1
40,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD8DA00,FARMAR BG PU N893HM,1,PAD 29,1,1,B3 HGOR,89,100,74.164824,1PDP,7021,42-1732-3-55-180,ACTIVE,89 TB,41505,41505,41505,41505,42327,42327,42353,42356,42383,42393,42394,42397,42401,42431,42437,42407,1
41,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADD4A00,FARMAR BG PU N894HU,1,PAD 29,1,1,B1 HGOR,89,100,74.164824,1PDP,7201,42-1833-3-56-180,ACTIVE,89 TB,41505,41505,41505,41505,42331,42331,42344,42345,42383,42393,42394,42397,42409,42431,42444,42414,1
42,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADBWB00,FARMAR A N506HM,1,PAD 30,1,1,B3 LGOR,East TL,100,75,1PDP,7741,41-1838-3-56-180,ACTIVE,LOW,41505,41505,41505,41505,42360,42360,42397,42399,42422,42434,42435,42438,42439,42467,42486,42456,1
43,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADB1B00,FARMAR A N508HM,1,PAD 30,1,1,B3 LGOR,East TL,100,75,1PDP,7377,43-1898-3-55-172,ACTIVE,LOW,41505,41505,41505,41505,42364,42364,42381,42383,42422,42433,42434,42437,42441,42467,42480,42450,1
44,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD9OB00,FARMAR D S547HM,1,PAD 31,1,1,B3 LGOR,East TL,100,75,1PDP,7351,44-1869-3-54-180,ACTIVE,HIGH,41505,41505,41505,41505,42403,42403,42428,42430,42464,42474,42475,42478,42478,42501,42514,42484,1
45,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD31900,FARMAR D N547HM,1,PAD 31,1,1,B3 LGOR,East TL,100,75,1PDP,7982,40-1789-3-55-168,ACTIVE,HIGH,41505,41505,41505,41505,42406,42406,42418,42419,42464,42474,42475,42478,42477,42501,42514,42484,1
46,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD51900,FARMAR B S494HM,1,PAD 32,1,1,B3 LGOR,East TL,100,75,1PDP,7324,43-1827-3-54-178,ACTIVE,HIGH,41505,41505,41505,41505,42517,42517,42546,42548,42575,42585,42586,42589,42591,42618,42625,42595,1
47,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD70A00,FARMAR B N494HM,1,PAD 32,1,1,B3 LGOR,East TL,100,75,1PDP,7904,47-2004-3-55-180,ACTIVE,HIGH,41505,41505,41505,41505,42520,42520,42534,42537,42575,42585,42586,42589,42590,42618,42626,42596,1
48,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADCIB00,FARMAR BB PU S694HU,1,PAD 33,1,1,B1 LGOR,69 Spur,100,74.16625,1PDP,7196,40-1730-3-54-180,ACTIVE,69 TB,41505,41505,41505,41505,42552,42552,42578,42580,42623,42633,42634,42637,42639,42666,42682,42652,1
49,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD56900,FARMAR BB PU S693HM,1,PAD 33,1,1,B3 LGOR,69 Spur,100,74.17,1PDP,6814,43-1898-3-52-175,ACTIVE,69 TB,41505,41505,41505,41505,42556,42556,42567,42569,42623,42633,42634,42637,42637,42666,42672,42642,1
50,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,QAFF6MHGE0,HALCOMB A S272HM,1,PAD 34,1,1,B3 LGOR,Non-Farmar 1,100,75,1PDP,8098,43-1868-3-52-179,ACTIVE,HALCOMB A,41505,41505,41505,41505,42583,42583,42609,42619,42637,42647,42648,42651,42652,42676,42698,42667,1
51,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD77900,FARMAR A S116HM,1,PAD 35,1,1,B3 LGOR,North TL,100,75,1PDP,7353,43-1868-3-54-180,ACTIVE,LOW,41505,41505,41505,41505,42622,42622,42648,42650,42667,42676,42677,42680,42680,42706,42719,42689,1
52,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD0QA00,FARMAR A S118HU,1,PAD 35,1,1,B1 LGOR,North TL,100,75,1PDP,7311,44-1923-3-54-179,ACTIVE,LOW,41505,41505,41505,41505,42626,42626,42635,42637,42667,42676,42677,42680,42679,42706,42721,42691,1
53,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,S27IKIDPG7,FARMAR B S491HD,1,PAD 36.6,1,1,C1 LGOR,East TL,100,75,1PDP,7290,48-2136-3-55-178,ACTIVE,LOW,41505,41505,41505,41505,42673,42673,42687,42689,42717,42724,42725,42728,42727,42759,42762,42732,1
54,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD5PA00,FARMAR D N542HM,1,PAD 37.5,1,1,B3 LGOR,East TL,100,75,1PDP,7590,43-1843-3-53-178,ACTIVE,HIGH,41505,41505,41505,41505,42656,42656,42669,42671,42738,42745,42746,42749,42748,42774,42788,42758,1
55,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD6OA00,LANGE AA PU N042HM,1,PAD 38,1,1,B3 LGOR,Non-Farmar 2,100,75,1PDP,7197,42-1823-3-55-180,ACTIVE,LANGE PU,41505,41505,41505,41505,42739,42739,42767,42769,42786,42798,42799,42802,42800,42828,42844,42814,1
56,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD4C900,LANGE AB PU N044HU,1,PAD 38,1,1,B1 LGOR,Non-Farmar 2,100,75,1PDP,7194,49-2137-3-55-178,ACTIVE,LANGE PU,41505,41505,41505,41505,42743,42743,42753,42755,42786,42798,42799,42802,42801,42828,42845,42815,1
57,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD2QA00,FARMAR AG PU S714HU,1,PAD 39.9,1,1,B1 HGOR,71/72,100,73.333819,1PDP,7297,45-1837-3-55-180,ACTIVE,71 TB,41505,41505,41505,41505,42772,42772,42798,42800,42816,42827,42828,42831,42831,42855,42872,42842,1
58,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD3OA00,FARMAR AF PU S715HM,1,PAD 39.9,1,1,B3 HGOR,71/72,100,73.333819,1PDP,7307,42-1787-3-52-177,ACTIVE,71 TB,41505,41505,41505,41505,42776,42776,42789,42792,42816,42827,42828,42831,42830,42855,42872,42842,1
59,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,QACFDG1B9C,WANORECK C PU N135HU,1,PAD 40,1,1,B1 LGOR,Non-Farmar 1,100,75,1PDP,7168,46-2085-3-46-160,ACTIVE,WANORECK PU,41505,41505,41505,41505,42803,42803,42824,42826,42835,42848,42849,42852,42851,42883,42900,42870,1
60,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,QACFE688GJ,WANORECK D PU N137HU,1,PAD 40,1,1,B1 LGOR,Non-Farmar 1,100,75,1PDP,7031,48-2090-3-46-160,ACTIVE,WANORECK PU,41505,41505,41505,41505,42804,42804,42813,42815,42835,42848,42849,42852,42853,42883,42900,42870,1
61,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADB7A00,FARMAR AA PU N112HU,1,PAD 41.16,1,1,B1 LGOR,North TL,100,75,1PDP,7245,55-2234-3-39-142,ACTIVE,11 PU TB,41505,41505,41505,41505,42829,42829,42855,42857,42915,42932,42933,42936,42937,42970,42973,42943,1
62,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADB9A00,FARMAR AB PU N113HM,1,PAD 41.16,1,1,B3 LGOR,North TL,100,75,1PDP,7370,58-1926-3-38-142,ACTIVE,11 PU TB,41505,41505,41505,41505,42830,42830,42845,42846,42915,42932,42933,42936,42938,42970,42973,42943,1
63,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,S15KA9J08E,FARMAR CC PU N736HD,1,PAD 42.23,1,1,C1 HGOR,East TL Ext,100,75,1PDP,7045,64-2596-3-30-125,ACTIVE,73 TB,41505,41505,41505,41505,42860,42860,42887,42889,42965,42979,42980,42983,42984,43013,43037,43007,1
64,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,S15KAF3B1X,FARMAR CD PU N737HM,1,PAD 42.23,1,1,B3 HGOR,East TL Ext,100,75,1PDP,7165,64-2692-3-29-124,ACTIVE,73 TB,41505,41505,41505,41505,42862,42862,42876,42878,42965,42979,42980,42983,42982,43011,43019,42989,1
65,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,S15KA8L5SE,FARMAR CA PU N732HU,1,PAD 43.17,1,1,B1 HGOR,East TL Ext,100,75,1PDP,7136,62-2644-3-30-126,ACTIVE,73 TB,41505,41505,41505,41505,42892,42892,42916,42906,42983,43000,43001,43004,43004,43037,43044,43014,1
66,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,S15KA8QERX,FARMAR CB PU N733HM,1,PAD 43.17,1,1,B3 HGOR,East TL Ext,100,75,1PDP,6905,67-2735-3-28-121,ACTIVE,73 TB,41505,41505,41505,41505,42894,42894,42904,42919,42983,43001,43002,43005,43005,43037,43040,43010,1
67,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADATB00,FARMAR AH PU S712HM,1,PAD 44.12,1,1,B3 HGOR,71/72,100,73.333819,1PDP,5301,57-1658-3-34-152,ACTIVE,71 TB,41505,41505,41505,41505,42951,42951,42975,42993,43155,43171,43172,43175,43186,43202,43219,43189,1
